base,TID,NAME,WIDTH,HEIGHT,OX,OY,SX,SY,EX,EY
tileinfo,7240,WAR_AXE_1,32,32,0,2,981,2050,991,2070
tileinfo,7241,HAND1_BROAD_AXE,32,32,0,0,991,2050,1002,2072
tileinfo,7242,BROAD_AXE_1,32,32,0,0,1002,2050,1013,2074
tileinfo,7243,HAND1_BATTLEAXE,32,32,0,0,0,2082,12,2109
tileinfo,7244,BATTLEAXE_1,32,32,0,0,12,2082,24,2109
tileinfo,7245,HAND1_EXECUTIONERS_AXE,32,32,0,0,24,2082,38,2109
tileinfo,7246,EXECUTIONERS_AXE_1,32,32,0,0,38,2082,52,2110
tileinfo,7247,HAND1_AXE_DOUBLE,32,32,1,7,52,2082,63,2103
tileinfo,7248,HAND1_AXE_BLOOD,32,32,1,6,63,2082,71,2099
tileinfo,7249,HAND1_AXE_SHORT,32,32,2,8,71,2082,77,2097
tileinfo,7250,HAND1_SLING,32,32,3,13,71,2097,76,2107
tileinfo,7251,HAND1_BOW,32,32,5,4,77,2082,83,2107
tileinfo,7252,HAND1_SHORTBOW,32,32,4,5,83,2082,88,2107
tileinfo,7253,HAND1_ORCBOW,32,32,5,0,88,2082,95,2114
tileinfo,7254,ORCBOW_1,32,32,5,0,95,2082,102,2114
tileinfo,7255,ORCBOW_2,32,32,3,4,102,2082,110,2107
tileinfo,7256,HAND1_GREAT_BOW,32,32,4,4,110,2082,117,2107
tileinfo,7257,HAND1_STORM_BOW,32,32,3,6,117,2082,123,2105
tileinfo,7258,HAND1_HAND_CANNON,32,32,0,11,123,2082,132,2091
tileinfo,7259,HAND_CANNON_1,32,32,0,11,123,2091,132,2100
tileinfo,7260,HAND_CANNON_2,32,32,0,11,123,2100,132,2109
tileinfo,7261,HAND1_ARBALEST,32,32,0,13,132,2082,143,2097
tileinfo,7262,HAND1_ARBALEST2,32,32,0,6,143,2082,157,2099
tileinfo,7263,HAND1_ARBALEST3,32,32,0,9,143,2099,156,2111
tileinfo,7264,HAND1_ARBALEST4,32,32,2,9,157,2082,168,2094
tileinfo,7265,HAND1_TRIPLE_CROSSBOW,32,32,1,1,168,2082,179,2108
tileinfo,7266,HAND1_ARAGORN,32,32,4,1,179,2082,184,2103
tileinfo,7267,HAND1_ARWEN,32,32,4,3,184,2082,191,2102
tileinfo,7268,HAND1_BOROMIR,32,32,4,1,191,2082,197,2103
tileinfo,7269,HAND1_FRODO,32,32,4,8,197,2082,202,2096
tileinfo,7270,HAND1_GANDALF,32,32,4,2,202,2082,207,2112
tileinfo,7271,HAND1_GIMLI,32,32,1,1,207,2082,218,2108
tileinfo,7272,HAND1_LEGOLAS,32,32,5,3,218,2082,223,2109
tileinfo,7273,HAND1_SARUMAN,32,32,4,0,223,2082,228,2114
tileinfo,7274,HAND1_FIRE_RED,32,32,3,4,228,2082,235,2095
tileinfo,7275,HAND1_FIRE_BLUE,32,32,3,4,228,2095,235,2108
tileinfo,7276,HAND1_SKULL,32,32,3,10,235,2082,242,2090
tileinfo,7277,HAND1_HEAD,32,32,2,14,235,2090,243,2105
tileinfo,7278,HAND1_FIRE_GREEN,32,32,1,3,243,2082,254,2098
tileinfo,7279,HAND1_FIRE_CYAN,32,32,1,1,254,2082,264,2106
tileinfo,7280,HAND1_FIRE_WHITE,32,32,1,1,264,2082,276,2098
tileinfo,7281,HAND1_LIGHT_BLUE,32,32,3,12,264,2098,273,2108
tileinfo,7282,HAND1_LIGHT_RED,32,32,3,12,276,2082,285,2092
tileinfo,7283,HAND1_LIGHT_YELLOW,32,32,3,12,276,2092,285,2102
tileinfo,7284,HAND1_SPARK,32,32,0,9,285,2082,299,2099
tileinfo,7285,HAND1_FIRE_DARK,32,32,3,1,299,2082,307,2100
tileinfo,7286,HAND1_FIRE_WHITE2,32,32,0,4,307,2082,319,2101
tileinfo,7287,HAND1_BLADEHAND,32,32,0,13,307,2101,339,2112
tileinfo,7288,HAND1_BLADEHAND_OP,32,32,0,2,339,2082,371,2109
tileinfo,7289,HAND1_BLADEHAND_FE,32,32,0,21,371,2082,385,2092
tileinfo,7290,HAND1_MIRROR_BLOODBANE,32,32,22,0,385,2082,392,2105
tileinfo,7291,HAND1_MIRROR_DOOM_KNIGHT,32,32,21,0,392,2082,403,2105
tileinfo,7292,HAND1_MIRROR_LEECH,32,32,21,0,403,2082,414,2105
tileinfo,7293,HAND1_MIRROR_MORG,32,32,23,8,414,2082,419,2096
tileinfo,7294,HAND1_MIRROR_PLUTONIUM_SWORD,32,32,20,0,419,2082,430,2106
tileinfo,7295,HAND1_MIRROR_ZEALOT_SWORD,32,32,23,1,430,2082,439,2103
tileinfo,7296,HAND1_MIRROR_SINGING_SWORD,32,32,21,0,439,2082,450,2105
tileinfo,7297,HAND1_MIRROR_ZONGULDROK,32,32,21,1,450,2082,461,2103
tileinfo,7298,HAND1_MIRROR_SWORD_OF_POWER,32,32,21,0,461,2082,470,2105
tileinfo,7299,HAND1_MIRROR_KNIFE_OF_ACCURACY,32,32,23,7,470,2082,475,2097
tileinfo,7300,HAND1_MIRROR_VAMPIRES_TOOTH,32,32,23,7,470,2097,476,2111
tileinfo,7301,HAND1_MIRROR_SPRIGGANS_KNIFE,32,32,21,13,476,2082,483,2095
tileinfo,7302,HAND1_MIRROR_CAPT_CUTLASS,32,32,21,0,483,2082,494,2106
tileinfo,7303,HAND1_MIRROR_ARC_BLADE,32,32,23,1,494,2082,499,2103
tileinfo,7304,HAND1_MIRROR_GYRE,32,32,2,5,499,2082,527,2107
tileinfo,7305,HAND1_MIRROR_THERMIC_ENGINE,32,32,21,0,527,2082,537,2105
tileinfo,7306,HAND1_MIRROR_THROATCUTTER,32,32,21,0,537,2082,546,2105
tileinfo,7307,HAND1_MIRROR_WUCAD_MU,32,32,20,0,546,2082,557,2114
tileinfo,7308,HAND1_MIRROR_MACE_OF_VARIABILITY,32,32,20,4,557,2082,568,2102
tileinfo,7309,HAND1_MIRROR_MACE_OF_BRILLIANCE,32,32,18,0,568,2082,582,2104
tileinfo,7310,HAND1_MIRROR_UNDEADHUNTER,32,32,21,2,582,2082,591,2105
tileinfo,7311,HAND1_MIRROR_EOS,32,32,19,0,591,2082,604,2104
tileinfo,7312,HAND1_MIRROR_SNAKEBITE,32,32,24,10,604,2082,612,2103
tileinfo,7313,HAND1_MIRROR_SHILLELAGH,32,32,22,16,612,2082,620,2098
tileinfo,7314,HAND1_MIRROR_DARK_MAUL,32,32,18,1,620,2082,633,2108
tileinfo,7315,HAND1_MIRROR_SPELLBINDER,32,32,23,9,633,2082,642,2105
tileinfo,7316,HAND1_MIRROR_FIRESTARTER,32,32,21,1,642,2082,651,2105
tileinfo,7317,HAND1_MIRROR_MAJIN,32,32,23,2,651,2082,656,2112
tileinfo,7318,HAND1_MIRROR_TRIDENT_OCTOPUS_KING,32,32,21,0,656,2082,666,2114
tileinfo,7319,HAND1_MIRROR_GLAIVE_OF_PRUNE,32,32,24,0,666,2082,674,2114
tileinfo,7320,HAND1_MIRROR_FINISHER,32,32,21,0,674,2082,685,2114
tileinfo,7321,HAND1_MIRROR_GLAIVE_OF_THE_GUARD,32,32,22,0,685,2082,692,2114
tileinfo,7322,HAND1_MIRROR_WYRMBANE,32,32,22,0,692,2082,699,2107
tileinfo,7323,HAND1_MIRROR_FORCE_LANCE,32,32,19,0,699,2082,712,2114
tileinfo,7324,HAND1_MIRROR_RIFT,32,32,21,1,712,2082,721,2113
tileinfo,7325,HAND1_MIRROR_LOCHABER_AXE,32,32,22,0,721,2082,731,2114
tileinfo,7326,HAND1_MIRROR_ELEMENTAL_STAFF,32,32,24,1,731,2082,734,2113
tileinfo,7327,HAND1_MIRROR_ASMODEUS,32,32,19,2,734,2082,747,2104
tileinfo,7328,HAND1_MIRROR_OLGREB,32,32,24,2,747,2082,751,2109
tileinfo,7329,HAND1_MIRROR_ORDER,32,32,7,0,751,2082,774,2113
tileinfo,7330,HAND1_MIRROR_BATTLE_STAFF,32,32,21,1,774,2082,783,2113
tileinfo,7331,HAND1_MIRROR_AXE_TROG,32,32,19,0,783,2082,796,2108
tileinfo,7332,HAND1_MIRROR_ARGA,32,32,20,1,796,2082,808,2104
tileinfo,7333,HAND1_MIRROR_DEMON_AXE,32,32,18,0,808,2082,822,2109
tileinfo,7334,HAND1_MIRROR_HOLY_AXE,32,32,21,0,822,2082,833,2107
tileinfo,7335,HAND1_MIRROR_AXE_OF_WOE,32,32,20,0,833,2082,845,2109
tileinfo,7336,HAND1_MIRROR_FROSTBITE,32,32,19,0,845,2082,858,2110
tileinfo,7337,HAND1_MIRROR_BLOWGUN_ASSASSIN,32,32,24,13,858,2082,861,2095
tileinfo,7338,HAND1_MIRROR_PUNK,32,32,24,13,858,2095,863,2105
tileinfo,7339,HAND1_MIRROR_SNIPER,32,32,21,10,863,2082,874,2097
tileinfo,7340,HAND1_MIRROR_FIERY_DEVIL,32,32,21,13,874,2082,885,2099
tileinfo,7341,HAND1_MIRROR_CONDEMNATION,32,32,18,0,885,2082,899,2114
tileinfo,7342,HAND1_MIRROR_ZEPHYR,32,32,21,4,899,2082,906,2107
tileinfo,7343,HAND1_MIRROR_MULE,32,32,21,8,906,2082,917,2095
tileinfo,7344,HAND1_MIRROR_SCEPTRE_OF_TORMENT,32,32,20,1,917,2082,928,2103
tileinfo,7345,HAND1_MIRROR_BOTONO,32,32,24,1,928,2082,932,2113
tileinfo,7346,HAND1_MIRROR_CHILLY_DEATH,32,32,24,8,932,2082,935,2096
tileinfo,7347,HAND1_MIRROR_CRYSTAL_SPEAR,32,32,22,0,935,2082,942,2114
tileinfo,7348,HAND1_MIRROR_FLAMING_DEATH,32,32,22,0,942,2082,952,2104
tileinfo,7349,HAND1_MIRROR_SKULLCRUSHER,32,32,21,2,952,2082,960,2104
tileinfo,7350,HAND1_MIRROR_DAGGER,32,32,23,5,960,2082,967,2098
tileinfo,7351,DAGGER_1,32,32,23,5,967,2082,974,2098
tileinfo,7352,HAND1_MIRROR_DAGGER_SLANT,32,32,23,8,967,2098,974,2111
tileinfo,7353,DAGGER_SLANT_1,32,32,23,8,974,2082,981,2095
tileinfo,7354,HAND1_MIRROR_SHORT_SWORD,32,32,24,6,974,2095,977,2111
tileinfo,7355,HAND1_MIRROR_SHORT_SWORD_SLANT,32,32,23,7,981,2082,988,2097
tileinfo,7356,SHORT_SWORD_SLANT_1,32,32,23,7,981,2097,988,2112
tileinfo,7357,HAND1_MIRROR_SHORT_SWORD2,32,32,22,13,988,2082,993,2095
tileinfo,7358,HAND1_MIRROR_SWORD_THIEF,32,32,21,13,988,2095,995,2108
tileinfo,7359,HAND1_MIRROR_DOUBLE_SWORD,32,32,21,2,995,2082,1004,2103
tileinfo,7360,DOUBLE_SWORD_1,32,32,21,2,1004,2082,1013,2103
tileinfo,7361,DOUBLE_SWORD_2,32,32,20,2,1013,2082,1024,2103
tileinfo,7362,HAND1_MIRROR_LONG_SWORD_SLANT,32,32,22,0,0,2114,10,2135
tileinfo,7363,LONG_SWORD_SLANT_1,32,32,22,0,10,2114,20,2135
tileinfo,7364,HAND1_MIRROR_BLESSED_BLADE,32,32,23,1,20,2114,29,2135
tileinfo,7365,HAND1_MIRROR_GREAT_SWORD_SLANT,32,32,21,0,29,2114,37,2139
tileinfo,7366,GREAT_SWORD_SLANT_1,32,32,20,0,37,2114,47,2140
tileinfo,7367,HAND1_MIRROR_TRIPLE_SWORD,32,32,22,0,47,2114,54,2139
tileinfo,7368,TRIPLE_SWORD_1,32,32,20,0,54,2114,64,2140
tileinfo,7369,HAND1_MIRROR_KATANA_SLANT,32,32,22,0,64,2114,72,2138
tileinfo,7370,HAND1_MIRROR_SCIMITAR,32,32,22,0,72,2114,82,2135
tileinfo,7371,SCIMITAR_1,32,32,21,0,82,2114,93,2136
tileinfo,7372,HAND1_MIRROR_FALCHION,32,32,23,2,93,2114,102,2133
tileinfo,7373,FALCHION_1,32,32,23,2,102,2114,111,2133
tileinfo,7374,HAND1_MIRROR_SWORD2,32,32,23,4,111,2114,117,2133
tileinfo,7375,HAND1_MIRROR_BROADSWORD,32,32,20,0,117,2114,128,2139
tileinfo,7376,HAND1_MIRROR_BLACK_SWORD,32,32,22,0,128,2114,134,2136
tileinfo,7377,HAND1_MIRROR_SWORD_BLACK,32,32,22,0,134,2114,141,2137
tileinfo,7378,HAND1_MIRROR_SWORD_TWIST,32,32,23,0,141,2114,146,2136
tileinfo,7379,HAND1_MIRROR_KNIFE,32,32,23,8,146,2114,151,2128
tileinfo,7380,HAND1_MIRROR_HEAVY_SWORD,32,32,21,0,151,2114,159,2137
tileinfo,7381,HAND1_MIRROR_RAPIER,32,32,22,2,159,2114,166,2133
tileinfo,7382,RAPIER_1,32,32,22,2,166,2114,173,2134
tileinfo,7383,HAND1_MIRROR_SWORD3,32,32,23,1,173,2114,178,2135
tileinfo,7384,HAND1_MIRROR_SWORD_BREAKER,32,32,23,2,178,2114,185,2134
tileinfo,7385,HAND1_MIRROR_SWORD_JAG,32,32,23,1,185,2114,190,2135
tileinfo,7386,HAND1_MIRROR_DEMON_BLADE,32,32,21,0,190,2114,199,2137
tileinfo,7387,DEMON_BLADE_1,32,32,21,0,199,2114,208,2137
tileinfo,7388,DEMON_BLADE_2,32,32,21,0,208,2114,217,2137
tileinfo,7389,HAND1_MIRROR_ENCHANTRESS_DAGGER,32,32,23,8,217,2114,225,2126
tileinfo,7390,HAND1_MIRROR_CLUB,32,32,23,4,225,2114,230,2133
tileinfo,7391,HAND1_MIRROR_CLUB_SLANT,32,32,23,4,230,2114,238,2132
tileinfo,7392,HAND1_MIRROR_CLUB2,32,32,23,3,238,2114,242,2135
tileinfo,7393,HAND1_MIRROR_CLUB3,32,32,22,3,242,2114,248,2135
tileinfo,7394,HAND1_MIRROR_STICK,32,32,23,10,248,2114,251,2126
tileinfo,7395,HAND1_MIRROR_GIANT_CLUB,32,32,21,3,251,2114,259,2134
tileinfo,7396,HAND1_MIRROR_GIANT_CLUB_SLANT,32,32,21,1,259,2114,269,2136
tileinfo,7397,HAND1_MIRROR_GIANT_CLUB_SPIKE,32,32,21,2,269,2114,278,2136
tileinfo,7398,HAND1_MIRROR_GIANT_CLUB_SPIKE_SLANT,32,32,20,0,278,2114,290,2139
tileinfo,7399,HAND1_MIRROR_GIANT_CLUB_PLAIN,32,32,21,3,290,2114,298,2135
tileinfo,7400,HAND1_MIRROR_WHIP,32,32,24,10,298,2114,306,2136
tileinfo,7401,WHIP_1,32,32,24,10,306,2114,314,2136
tileinfo,7402,HAND1_MIRROR_SCEPTRE,32,32,23,7,314,2114,319,2130
tileinfo,7403,HAND1_MIRROR_MACE2,32,32,22,3,319,2114,326,2133
tileinfo,7404,HAND1_MIRROR_MACE,32,32,22,5,326,2114,333,2130
tileinfo,7405,MACE_1,32,32,22,5,333,2114,340,2130
tileinfo,7406,HAND1_MIRROR_GREAT_MACE,32,32,22,1,340,2114,347,2139
tileinfo,7407,GREAT_MACE_1,32,32,22,0,347,2114,354,2141
tileinfo,7408,HAND1_MIRROR_MACE_RUBY,32,32,22,3,354,2114,361,2135
tileinfo,7409,HAND1_MIRROR_MORNINGSTAR2,32,32,23,10,361,2114,370,2129
tileinfo,7410,HAND1_MIRROR_MORNINGSTAR,32,32,21,2,370,2114,379,2134
tileinfo,7411,MORNINGSTAR_1,32,32,21,2,379,2114,388,2134
tileinfo,7412,HAND1_MIRROR_EVENINGSTAR,32,32,21,0,388,2114,397,2137
tileinfo,7413,EVENINGSTAR_1,32,32,21,0,397,2114,406,2138
tileinfo,7414,EVENINGSTAR_2,32,32,20,0,406,2114,415,2138
tileinfo,7415,HAND1_MIRROR_HAMMER,32,32,21,5,415,2114,422,2132
tileinfo,7416,HAMMER_1,32,32,21,5,422,2114,429,2132
tileinfo,7417,HAND1_MIRROR_HAMMER1,32,32,21,5,429,2114,438,2132
tileinfo,7418,HAND1_MIRROR_HAMMER2,32,32,22,10,438,2114,445,2126
tileinfo,7419,HAND1_MIRROR_LARGE_MACE,32,32,22,3,445,2114,452,2133
tileinfo,7420,HAND1_MIRROR_BLACK_WHIP,32,32,23,9,452,2114,461,2137
tileinfo,7421,BLACK_WHIP_1,32,32,23,9,461,2114,470,2137
tileinfo,7422,BLACK_WHIP_2,32,32,23,9,470,2114,479,2137
tileinfo,7423,HAND1_MIRROR_SACRED_SCOURGE,32,32,22,8,479,2114,489,2138
tileinfo,7424,HAND1_MIRROR_SACRED_SCOURGE2,32,32,24,10,489,2114,497,2136
tileinfo,7425,HAND1_MIRROR_FLAIL_STICK,32,32,24,5,497,2114,502,2134
tileinfo,7426,HAND1_MIRROR_FLAIL,32,32,21,8,502,2114,513,2129
tileinfo,7427,FLAIL_1,32,32,20,7,513,2114,525,2130
tileinfo,7428,HAND1_MIRROR_GREAT_FLAIL,32,32,22,5,525,2114,535,2139
tileinfo,7429,GREAT_FLAIL_1,32,32,21,5,535,2114,546,2139
tileinfo,7430,HAND1_MIRROR_FLAIL_STICK_SLANT,32,32,22,5,546,2114,555,2134
tileinfo,7431,HAND1_MIRROR_FLAIL_BALL2,32,32,21,12,555,2114,565,2129
tileinfo,7432,HAND1_MIRROR_FLAIL_BALLS,32,32,21,12,565,2114,576,2128
tileinfo,7433,HAND1_MIRROR_FLAIL_BALL3,32,32,24,5,576,2114,583,2141
tileinfo,7434,HAND1_MIRROR_FLAIL_BALL4,32,32,22,7,583,2114,592,2139
tileinfo,7435,HAND1_MIRROR_NUNCHAKU,32,32,24,10,592,2114,598,2128
tileinfo,7436,HAND1_MIRROR_SPEAR,32,32,23,1,598,2114,603,2145
tileinfo,7437,SPEAR_1,32,32,22,1,603,2114,610,2145
tileinfo,7438,HAND1_MIRROR_SPEAR2,32,32,22,0,610,2114,617,2146
tileinfo,7439,HAND1_MIRROR_SPEAR3,32,32,22,0,617,2114,625,2146
tileinfo,7440,HAND1_MIRROR_SPEAR4,32,32,22,2,625,2114,632,2144
tileinfo,7441,HAND1_MIRROR_SPEAR5,32,32,24,0,632,2114,635,2146
tileinfo,7442,HAND1_MIRROR_HOOK,32,32,22,0,635,2114,640,2146
tileinfo,7443,HAND1_MIRROR_HALBERD,32,32,21,0,640,2114,650,2146
tileinfo,7444,HALBERD_1,32,32,20,0,650,2114,661,2146
tileinfo,7445,HAND1_MIRROR_PICK_AXE,32,32,18,5,661,2114,675,2132
tileinfo,7446,HAND1_MIRROR_TRIDENT,32,32,22,1,675,2114,682,2145
tileinfo,7447,HAND1_MIRROR_DEMON_TRIDENT,32,32,21,1,682,2114,691,2145
tileinfo,7448,DEMON_TRIDENT_1,32,32,21,1,691,2114,700,2145
tileinfo,7449,DEMON_TRIDENT_2,32,32,21,1,700,2114,709,2145
tileinfo,7450,HAND1_MIRROR_TRIDENT_ELEC,32,32,22,0,709,2114,716,2146
tileinfo,7451,HAND1_MIRROR_TRIDENT2,32,32,20,1,716,2114,727,2145
tileinfo,7452,TRIDENT2_1,32,32,20,1,727,2114,738,2145
tileinfo,7453,HAND1_MIRROR_TRIDENT3,32,32,22,0,738,2114,745,2146
tileinfo,7454,HAND1_MIRROR_LANCE,32,32,22,0,745,2114,752,2139
tileinfo,7455,HAND1_MIRROR_LANCE2,32,32,22,0,752,2114,759,2146
tileinfo,7456,HAND1_MIRROR_SCYTHE,32,32,23,0,759,2114,768,2146
tileinfo,7457,SCYTHE_1,32,32,23,0,768,2114,777,2146
tileinfo,7458,HAND1_MIRROR_SCYTHE_SLANT,32,32,17,0,777,2114,792,2146
tileinfo,7459,HAND1_MIRROR_PIKE,32,32,22,1,792,2114,799,2145
tileinfo,7460,HAND1_MIRROR_STAFF,32,32,23,18,799,2114,803,2128
tileinfo,7461,HAND1_MIRROR_QUARTERSTAFF1,32,32,24,3,803,2114,806,2143
tileinfo,7462,QUARTERSTAFF1_1,32,32,23,3,806,2114,811,2143
tileinfo,7463,HAND1_MIRROR_QUARTERSTAFF2,32,32,23,1,811,2114,816,2145
tileinfo,7464,HAND1_MIRROR_QUARTERSTAFF3,32,32,24,1,816,2114,819,2145
tileinfo,7465,HAND1_MIRROR_QUARTERSTAFF4,32,32,22,3,819,2114,826,2143
tileinfo,7466,HAND1_MIRROR_QUARTERSTAFF_JESTER,32,32,22,1,826,2114,834,2145
tileinfo,7467,HAND1_MIRROR_SICKLE,32,32,23,8,834,2114,843,2129
tileinfo,7468,HAND1_MIRROR_GLAIVE,32,32,23,0,843,2114,851,2146
tileinfo,7469,GLAIVE_1,32,32,23,0,851,2114,859,2146
tileinfo,7470,HAND1_MIRROR_GLAIVE2,32,32,24,0,859,2114,867,2140
tileinfo,7471,HAND1_MIRROR_GLAIVE3,32,32,23,0,867,2114,876,2146
tileinfo,7472,GLAIVE3_1,32,32,23,0,876,2114,885,2146
tileinfo,7473,HAND1_MIRROR_D_GLAIVE,32,32,23,2,885,2114,890,2144
tileinfo,7474,HAND1_MIRROR_POLE_FORKED,32,32,22,0,890,2114,897,2146
tileinfo,7475,HAND1_MIRROR_FORK2,32,32,22,1,897,2114,904,2140
tileinfo,7476,HAND1_MIRROR_TRISHULA,32,32,20,1,904,2114,915,2145
tileinfo,7477,HAND1_MIRROR_LAJATANG,32,32,7,1,915,2114,938,2144
tileinfo,7478,LAJATANG_1,32,32,7,1,938,2114,963,2144
tileinfo,7479,LAJATANG_2,32,32,7,0,963,2114,986,2146
tileinfo,7480,HAND1_MIRROR_XMAS_SCYTHE,32,32,24,1,986,2114,993,2145
tileinfo,7481,HAND1_MIRROR_STAFF_LARGE,32,32,21,2,993,2114,1002,2144
tileinfo,7482,HAND1_MIRROR_GREAT_STAFF,32,32,21,1,1002,2114,1011,2145
tileinfo,7483,HAND1_MIRROR_STAFF_MAGE,32,32,23,0,1011,2114,1016,2146
tileinfo,7484,HAND1_MIRROR_STAFF_MAGE2,32,32,23,0,1016,2114,1024,2146
tileinfo,7485,HAND1_MIRROR_STAFF_PLAIN,32,32,23,0,0,2146,5,2178
tileinfo,7486,HAND1_MIRROR_STAFF_ORGANIC,32,32,21,1,5,2146,16,2177
tileinfo,7487,HAND1_MIRROR_STAFF_SKULL,32,32,22,1,16,2146,23,2177
tileinfo,7488,HAND1_MIRROR_STAFF_SCEPTRE,32,32,21,1,23,2146,32,2175
tileinfo,7489,HAND1_MIRROR_STAFF_RUBY,32,32,21,0,32,2146,43,2178
tileinfo,7490,HAND1_MIRROR_STAFF_FANCY,32,32,21,0,43,2146,52,2178
tileinfo,7491,HAND1_MIRROR_STAFF_EVIL,32,32,21,0,52,2146,61,2178
tileinfo,7492,HAND1_MIRROR_STAFF_RING_BLUE,32,32,22,0,61,2146,68,2178
tileinfo,7493,HAND1_MIRROR_STAFF_MUMMY,32,32,22,0,68,2146,75,2178
tileinfo,7494,HAND1_MIRROR_STAFF_FORK,32,32,22,0,75,2146,82,2178
tileinfo,7495,HAND1_MIRROR_STAFF_RANDART_OFFSET,32,32,21,0,82,2146,91,2178
tileinfo,7496,STAFF_RANDART_OFFSET_1,32,32,20,0,91,2146,102,2178
tileinfo,7497,STAFF_RANDART_OFFSET_2,32,32,22,1,102,2146,109,2177
tileinfo,7498,STAFF_RANDART_OFFSET_3,32,32,23,1,109,2146,115,2177
tileinfo,7499,STAFF_RANDART_OFFSET_4,32,32,21,0,115,2146,124,2178
tileinfo,7500,STAFF_RANDART_OFFSET_5,32,32,22,1,124,2146,131,2177
tileinfo,7501,STAFF_RANDART_OFFSET_6,32,32,21,0,131,2146,140,2178
tileinfo,7502,HAND1_MIRROR_AXE_SMALL,32,32,24,11,140,2146,146,2157
tileinfo,7503,HAND1_MIRROR_HAND_AXE,32,32,24,7,140,2157,147,2172
tileinfo,7504,HAND_AXE_1,32,32,23,7,147,2146,155,2161
tileinfo,7505,HAND1_MIRROR_WAR_AXE,32,32,22,2,155,2146,165,2166
tileinfo,7506,WAR_AXE_1,32,32,22,2,165,2146,175,2166
tileinfo,7507,HAND1_MIRROR_BROAD_AXE,32,32,21,0,175,2146,186,2168
tileinfo,7508,BROAD_AXE_1,32,32,21,0,186,2146,197,2170
tileinfo,7509,HAND1_MIRROR_BATTLEAXE,32,32,20,0,197,2146,209,2173
tileinfo,7510,BATTLEAXE_1,32,32,20,0,209,2146,221,2173
tileinfo,7511,HAND1_MIRROR_EXECUTIONERS_AXE,32,32,18,0,221,2146,235,2173
tileinfo,7512,EXECUTIONERS_AXE_1,32,32,18,0,235,2146,249,2174
tileinfo,7513,HAND1_MIRROR_AXE_DOUBLE,32,32,20,7,249,2146,260,2167
tileinfo,7514,HAND1_MIRROR_AXE_BLOOD,32,32,23,6,260,2146,268,2163
tileinfo,7515,HAND1_MIRROR_AXE_SHORT,32,32,24,8,268,2146,274,2161
tileinfo,7516,HAND1_MIRROR_SLING,32,32,24,13,268,2161,273,2171
tileinfo,7517,HAND1_MIRROR_BOW,32,32,21,4,274,2146,280,2171
tileinfo,7518,HAND1_MIRROR_SHORTBOW,32,32,23,5,280,2146,285,2171
tileinfo,7519,HAND1_MIRROR_ORCBOW,32,32,20,0,285,2146,292,2178
tileinfo,7520,ORCBOW_1,32,32,20,0,292,2146,299,2178
tileinfo,7521,ORCBOW_2,32,32,21,4,299,2146,307,2171
tileinfo,7522,HAND1_MIRROR_GREAT_BOW,32,32,21,4,307,2146,314,2171
tileinfo,7523,HAND1_MIRROR_STORM_BOW,32,32,23,6,314,2146,320,2169
tileinfo,7524,HAND1_MIRROR_HAND_CANNON,32,32,23,11,320,2146,329,2155
tileinfo,7525,HAND_CANNON_1,32,32,23,11,320,2155,329,2164
tileinfo,7526,HAND_CANNON_2,32,32,23,11,320,2164,329,2173
tileinfo,7527,HAND1_MIRROR_ARBALEST,32,32,21,13,329,2146,340,2161
tileinfo,7528,HAND1_MIRROR_ARBALEST2,32,32,18,6,340,2146,354,2163
tileinfo,7529,HAND1_MIRROR_ARBALEST3,32,32,19,9,340,2163,353,2175
tileinfo,7530,HAND1_MIRROR_ARBALEST4,32,32,19,9,354,2146,365,2158
tileinfo,7531,HAND1_MIRROR_TRIPLE_CROSSBOW,32,32,20,1,365,2146,376,2172
tileinfo,7532,HAND1_MIRROR_ARAGORN,32,32,23,1,376,2146,381,2167
tileinfo,7533,HAND1_MIRROR_ARWEN,32,32,21,3,381,2146,388,2166
tileinfo,7534,HAND1_MIRROR_BOROMIR,32,32,22,1,388,2146,394,2167
tileinfo,7535,HAND1_MIRROR_FRODO,32,32,23,8,394,2146,399,2160
tileinfo,7536,HAND1_MIRROR_GANDALF,32,32,23,2,399,2146,404,2176
tileinfo,7537,HAND1_MIRROR_GIMLI,32,32,20,1,404,2146,415,2172
tileinfo,7538,HAND1_MIRROR_LEGOLAS,32,32,22,3,415,2146,420,2173
tileinfo,7539,HAND1_MIRROR_SARUMAN,32,32,23,0,420,2146,425,2178
tileinfo,7540,HAND1_MIRROR_FIRE_RED,32,32,22,4,425,2146,432,2159
tileinfo,7541,HAND1_MIRROR_FIRE_BLUE,32,32,22,4,425,2159,432,2172
tileinfo,7542,HAND1_MIRROR_SKULL,32,32,22,10,432,2146,439,2154
tileinfo,7543,HAND1_MIRROR_HEAD,32,32,22,14,432,2154,440,2169
tileinfo,7544,HAND1_MIRROR_FIRE_GREEN,32,32,20,3,440,2146,451,2162
tileinfo,7545,HAND1_MIRROR_FIRE_CYAN,32,32,21,1,451,2146,461,2170
tileinfo,7546,HAND1_MIRROR_FIRE_WHITE,32,32,19,1,461,2146,473,2162
tileinfo,7547,HAND1_MIRROR_LIGHT_BLUE,32,32,20,12,461,2162,470,2172
tileinfo,7548,HAND1_MIRROR_LIGHT_RED,32,32,20,12,473,2146,482,2156
tileinfo,7549,HAND1_MIRROR_LIGHT_YELLOW,32,32,20,12,473,2156,482,2166
